researchId,priority,name,url,tagline,source,circle,candidateType,sourceUrl,published,researchProvider,researchQuery,researchUrl,acceptanceChecklist,notes
2026-06-13-saas_founders-007,P1,,,,manual_research,saas_founders,topic,https://x.com/search?q=%22B2B%20SaaS%22%20%22onboarding%22&src=typed_query&f=live,2026-06-13,X live search,"""B2B SaaS"" ""onboarding""",https://x.com/search?q=%22B2B%20SaaS%22%20%22onboarding%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""B2B SaaS"" ""onboarding"" | Open: X live search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-008,P1,,,,manual_research,saas_founders,product,https://www.google.com/search?q=%22SaaS%20founder%22%20%22churn%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""SaaS founder"" ""churn""",https://www.google.com/search?q=%22SaaS%20founder%22%20%22churn%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS founder"" ""churn"" | Open: Google recent search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-009,P2,,,,manual_research,saas_founders,product,https://hn.algolia.com/?q=%22PLG%22%20%22activation%22%20%22SaaS%22,2026-06-13,HN Algolia,"""PLG"" ""activation"" ""SaaS""",https://hn.algolia.com/?q=%22PLG%22%20%22activation%22%20%22SaaS%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""PLG"" ""activation"" ""SaaS"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-010,P2,,,,manual_research,saas_founders,topic,https://x.com/search?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22&src=typed_query&f=live,2026-06-13,X live search,"""SaaS"" ""pricing page"" ""launch""",https://x.com/search?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS"" ""pricing page"" ""launch"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-011,P2,,,,manual_research,saas_founders,product,https://www.google.com/search?q=%22SaaS%20pricing%22%20%22case%20study%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""SaaS pricing"" ""case study""",https://www.google.com/search?q=%22SaaS%20pricing%22%20%22case%20study%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS pricing"" ""case study"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-012,P2,,,,manual_research,saas_founders,product,https://hn.algolia.com/?q=%22B2B%20SaaS%22%20%22onboarding%22,2026-06-13,HN Algolia,"""B2B SaaS"" ""onboarding""",https://hn.algolia.com/?q=%22B2B%20SaaS%22%20%22onboarding%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""B2B SaaS"" ""onboarding"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-013,P2,,,,manual_research,saas_founders,topic,https://x.com/search?q=%22SaaS%20founder%22%20%22churn%22&src=typed_query&f=live,2026-06-13,X live search,"""SaaS founder"" ""churn""",https://x.com/search?q=%22SaaS%20founder%22%20%22churn%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS founder"" ""churn"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-014,P2,,,,manual_research,saas_founders,product,https://www.google.com/search?q=%22PLG%22%20%22activation%22%20%22SaaS%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""PLG"" ""activation"" ""SaaS""",https://www.google.com/search?q=%22PLG%22%20%22activation%22%20%22SaaS%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""PLG"" ""activation"" ""SaaS"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-015,P2,,,,manual_research,saas_founders,product,https://hn.algolia.com/?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22,2026-06-13,HN Algolia,"""SaaS"" ""pricing page"" ""launch""",https://hn.algolia.com/?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS"" ""pricing page"" ""launch"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-016,P2,,,,manual_research,saas_founders,topic,https://x.com/search?q=%22SaaS%20pricing%22%20%22case%20study%22&src=typed_query&f=live,2026-06-13,X live search,"""SaaS pricing"" ""case study""",https://x.com/search?q=%22SaaS%20pricing%22%20%22case%20study%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS pricing"" ""case study"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-017,P2,,,,manual_research,saas_founders,product,https://www.google.com/search?q=%22B2B%20SaaS%22%20%22onboarding%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""B2B SaaS"" ""onboarding""",https://www.google.com/search?q=%22B2B%20SaaS%22%20%22onboarding%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""B2B SaaS"" ""onboarding"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-018,P2,,,,manual_research,saas_founders,product,https://hn.algolia.com/?q=%22SaaS%20founder%22%20%22churn%22,2026-06-13,HN Algolia,"""SaaS founder"" ""churn""",https://hn.algolia.com/?q=%22SaaS%20founder%22%20%22churn%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS founder"" ""churn"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-019,P2,,,,manual_research,saas_founders,topic,https://x.com/search?q=%22PLG%22%20%22activation%22%20%22SaaS%22&src=typed_query&f=live,2026-06-13,X live search,"""PLG"" ""activation"" ""SaaS""",https://x.com/search?q=%22PLG%22%20%22activation%22%20%22SaaS%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""PLG"" ""activation"" ""SaaS"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-020,P2,,,,manual_research,saas_founders,product,https://www.google.com/search?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""SaaS"" ""pricing page"" ""launch""",https://www.google.com/search?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS"" ""pricing page"" ""launch"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-021,P2,,,,manual_research,saas_founders,product,https://hn.algolia.com/?q=%22SaaS%20pricing%22%20%22case%20study%22,2026-06-13,HN Algolia,"""SaaS pricing"" ""case study""",https://hn.algolia.com/?q=%22SaaS%20pricing%22%20%22case%20study%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS pricing"" ""case study"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-022,P2,,,,manual_research,saas_founders,topic,https://x.com/search?q=%22B2B%20SaaS%22%20%22onboarding%22&src=typed_query&f=live,2026-06-13,X live search,"""B2B SaaS"" ""onboarding""",https://x.com/search?q=%22B2B%20SaaS%22%20%22onboarding%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""B2B SaaS"" ""onboarding"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-023,P2,,,,manual_research,saas_founders,product,https://www.google.com/search?q=%22SaaS%20founder%22%20%22churn%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""SaaS founder"" ""churn""",https://www.google.com/search?q=%22SaaS%20founder%22%20%22churn%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS founder"" ""churn"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-024,P2,,,,manual_research,saas_founders,product,https://hn.algolia.com/?q=%22PLG%22%20%22activation%22%20%22SaaS%22,2026-06-13,HN Algolia,"""PLG"" ""activation"" ""SaaS""",https://hn.algolia.com/?q=%22PLG%22%20%22activation%22%20%22SaaS%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""PLG"" ""activation"" ""SaaS"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-025,P2,,,,manual_research,saas_founders,topic,https://x.com/search?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22&src=typed_query&f=live,2026-06-13,X live search,"""SaaS"" ""pricing page"" ""launch""",https://x.com/search?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS"" ""pricing page"" ""launch"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-crypto_builders-001,P1,,,,manual_research,crypto_builders,topic,https://x.com/search?q=%22crypto%20wallet%22%20%22developer%22&src=typed_query&f=live,2026-06-13,X live search,"""crypto wallet"" ""developer""",https://x.com/search?q=%22crypto%20wallet%22%20%22developer%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""crypto wallet"" ""developer"" | Open: X live search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-002,P1,,,,manual_research,crypto_builders,product,https://www.coindesk.com/search?s=%22onchain%22%20%22tool%22%20launch,2026-06-13,CoinDesk search,"""onchain"" ""tool"" launch",https://www.coindesk.com/search?s=%22onchain%22%20%22tool%22%20launch,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""onchain"" ""tool"" launch | Open: CoinDesk search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-003,P1,,,,manual_research,crypto_builders,product,https://www.google.com/search?q=%22DeFi%22%20%22dashboard%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""DeFi"" ""dashboard""",https://www.google.com/search?q=%22DeFi%22%20%22dashboard%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""DeFi"" ""dashboard"" | Open: Google recent search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-004,P1,,,,manual_research,crypto_builders,topic,https://hn.algolia.com/?q=%22stablecoin%22%20%22infrastructure%22,2026-06-13,HN Algolia,"""stablecoin"" ""infrastructure""",https://hn.algolia.com/?q=%22stablecoin%22%20%22infrastructure%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""stablecoin"" ""infrastructure"" | Open: HN Algolia | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-005,P1,,,,manual_research,crypto_builders,product,https://x.com/search?q=%22web3%22%20%22founder%22%20%22product%22&src=typed_query&f=live,2026-06-13,X live search,"""web3"" ""founder"" ""product""",https://x.com/search?q=%22web3%22%20%22founder%22%20%22product%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""web3"" ""founder"" ""product"" | Open: X live search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-006,P1,,,,manual_research,crypto_builders,product,https://www.coindesk.com/search?s=%22crypto%20wallet%22%20%22developer%22,2026-06-13,CoinDesk search,"""crypto wallet"" ""developer""",https://www.coindesk.com/search?s=%22crypto%20wallet%22%20%22developer%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""crypto wallet"" ""developer"" | Open: CoinDesk search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-007,P1,,,,manual_research,crypto_builders,topic,https://www.google.com/search?q=%22onchain%22%20%22tool%22%20launch%20after%3A2026-01-01,2026-06-13,Google recent search,"""onchain"" ""tool"" launch",https://www.google.com/search?q=%22onchain%22%20%22tool%22%20launch%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""onchain"" ""tool"" launch | Open: Google recent search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-008,P1,,,,manual_research,crypto_builders,product,https://hn.algolia.com/?q=%22DeFi%22%20%22dashboard%22,2026-06-13,HN Algolia,"""DeFi"" ""dashboard""",https://hn.algolia.com/?q=%22DeFi%22%20%22dashboard%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""DeFi"" ""dashboard"" | Open: HN Algolia | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-009,P2,,,,manual_research,crypto_builders,product,https://x.com/search?q=%22stablecoin%22%20%22infrastructure%22&src=typed_query&f=live,2026-06-13,X live search,"""stablecoin"" ""infrastructure""",https://x.com/search?q=%22stablecoin%22%20%22infrastructure%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""stablecoin"" ""infrastructure"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-010,P2,,,,manual_research,crypto_builders,topic,https://www.coindesk.com/search?s=%22web3%22%20%22founder%22%20%22product%22,2026-06-13,CoinDesk search,"""web3"" ""founder"" ""product""",https://www.coindesk.com/search?s=%22web3%22%20%22founder%22%20%22product%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""web3"" ""founder"" ""product"" | Open: CoinDesk search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-011,P2,,,,manual_research,crypto_builders,product,https://www.google.com/search?q=%22crypto%20wallet%22%20%22developer%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""crypto wallet"" ""developer""",https://www.google.com/search?q=%22crypto%20wallet%22%20%22developer%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""crypto wallet"" ""developer"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-012,P2,,,,manual_research,crypto_builders,product,https://hn.algolia.com/?q=%22onchain%22%20%22tool%22%20launch,2026-06-13,HN Algolia,"""onchain"" ""tool"" launch",https://hn.algolia.com/?q=%22onchain%22%20%22tool%22%20launch,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""onchain"" ""tool"" launch | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-013,P2,,,,manual_research,crypto_builders,topic,https://x.com/search?q=%22DeFi%22%20%22dashboard%22&src=typed_query&f=live,2026-06-13,X live search,"""DeFi"" ""dashboard""",https://x.com/search?q=%22DeFi%22%20%22dashboard%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""DeFi"" ""dashboard"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-014,P2,,,,manual_research,crypto_builders,product,https://www.coindesk.com/search?s=%22stablecoin%22%20%22infrastructure%22,2026-06-13,CoinDesk search,"""stablecoin"" ""infrastructure""",https://www.coindesk.com/search?s=%22stablecoin%22%20%22infrastructure%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""stablecoin"" ""infrastructure"" | Open: CoinDesk search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-015,P2,,,,manual_research,crypto_builders,product,https://www.google.com/search?q=%22web3%22%20%22founder%22%20%22product%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""web3"" ""founder"" ""product""",https://www.google.com/search?q=%22web3%22%20%22founder%22%20%22product%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""web3"" ""founder"" ""product"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-016,P2,,,,manual_research,crypto_builders,topic,https://hn.algolia.com/?q=%22crypto%20wallet%22%20%22developer%22,2026-06-13,HN Algolia,"""crypto wallet"" ""developer""",https://hn.algolia.com/?q=%22crypto%20wallet%22%20%22developer%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""crypto wallet"" ""developer"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-017,P2,,,,manual_research,crypto_builders,product,https://x.com/search?q=%22onchain%22%20%22tool%22%20launch&src=typed_query&f=live,2026-06-13,X live search,"""onchain"" ""tool"" launch",https://x.com/search?q=%22onchain%22%20%22tool%22%20launch&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""onchain"" ""tool"" launch | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-018,P2,,,,manual_research,crypto_builders,product,https://www.coindesk.com/search?s=%22DeFi%22%20%22dashboard%22,2026-06-13,CoinDesk search,"""DeFi"" ""dashboard""",https://www.coindesk.com/search?s=%22DeFi%22%20%22dashboard%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""DeFi"" ""dashboard"" | Open: CoinDesk search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-019,P2,,,,manual_research,crypto_builders,topic,https://www.google.com/search?q=%22stablecoin%22%20%22infrastructure%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""stablecoin"" ""infrastructure""",https://www.google.com/search?q=%22stablecoin%22%20%22infrastructure%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""stablecoin"" ""infrastructure"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-crypto_builders-020,P2,,,,manual_research,crypto_builders,product,https://hn.algolia.com/?q=%22web3%22%20%22founder%22%20%22product%22,2026-06-13,HN Algolia,"""web3"" ""founder"" ""product""",https://hn.algolia.com/?q=%22web3%22%20%22founder%22%20%22product%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | builder or infrastructure angle | not pure price drama,"Find from: ""web3"" ""founder"" ""product"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; builder or infrastructure angle; not pure price drama"
2026-06-13-ai_startups-001,P2,,,,manual_research,ai_startups,topic,https://www.producthunt.com/search?q=%22AI%20startup%22%20launch%20new%20tool,2026-06-13,Product Hunt search,"""AI startup"" launch new tool",https://www.producthunt.com/search?q=%22AI%20startup%22%20launch%20new%20tool,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""AI startup"" launch new tool | Open: Product Hunt search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
2026-06-13-ai_startups-002,P2,,,,manual_research,ai_startups,product,https://x.com/search?q=%22AI%20agent%22%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,"""AI agent"" founder workflow",https://x.com/search?q=%22AI%20agent%22%20founder%20workflow&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""AI agent"" founder workflow | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
2026-06-13-ai_startups-003,P2,,,,manual_research,ai_startups,product,https://www.google.com/search?q=%22LLM%22%20%22Product%20Hunt%22%20launch%20after%3A2026-01-01,2026-06-13,Google recent search,"""LLM"" ""Product Hunt"" launch",https://www.google.com/search?q=%22LLM%22%20%22Product%20Hunt%22%20launch%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""LLM"" ""Product Hunt"" launch | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
2026-06-13-ai_startups-004,P2,,,,manual_research,ai_startups,topic,https://hn.algolia.com/?q=%22AI%20automation%22%20%22pricing%22%20startup,2026-06-13,HN Algolia,"""AI automation"" ""pricing"" startup",https://hn.algolia.com/?q=%22AI%20automation%22%20%22pricing%22%20startup,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""AI automation"" ""pricing"" startup | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
2026-06-13-ai_startups-005,P2,,,,manual_research,ai_startups,product,https://www.producthunt.com/search?q=%22AI%20tool%22%20%22founder%22%20%22waitlist%22,2026-06-13,Product Hunt search,"""AI tool"" ""founder"" ""waitlist""",https://www.producthunt.com/search?q=%22AI%20tool%22%20%22founder%22%20%22waitlist%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""AI tool"" ""founder"" ""waitlist"" | Open: Product Hunt search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
2026-06-13-ai_startups-006,P2,,,,manual_research,ai_startups,product,https://x.com/search?q=%22AI%20startup%22%20launch%20new%20tool&src=typed_query&f=live,2026-06-13,X live search,"""AI startup"" launch new tool",https://x.com/search?q=%22AI%20startup%22%20launch%20new%20tool&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""AI startup"" launch new tool | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
2026-06-13-ai_startups-007,P2,,,,manual_research,ai_startups,topic,https://www.google.com/search?q=%22AI%20agent%22%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,"""AI agent"" founder workflow",https://www.google.com/search?q=%22AI%20agent%22%20founder%20workflow%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""AI agent"" founder workflow | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
2026-06-13-ai_startups-008,P2,,,,manual_research,ai_startups,product,https://hn.algolia.com/?q=%22LLM%22%20%22Product%20Hunt%22%20launch,2026-06-13,HN Algolia,"""LLM"" ""Product Hunt"" launch",https://hn.algolia.com/?q=%22LLM%22%20%22Product%20Hunt%22%20launch,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""LLM"" ""Product Hunt"" launch | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
2026-06-13-ai_startups-009,P2,,,,manual_research,ai_startups,product,https://www.producthunt.com/search?q=%22AI%20automation%22%20%22pricing%22%20startup,2026-06-13,Product Hunt search,"""AI automation"" ""pricing"" startup",https://www.producthunt.com/search?q=%22AI%20automation%22%20%22pricing%22%20startup,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""AI automation"" ""pricing"" startup | Open: Product Hunt search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
2026-06-13-ai_startups-010,P2,,,,manual_research,ai_startups,topic,https://x.com/search?q=%22AI%20tool%22%20%22founder%22%20%22waitlist%22&src=typed_query&f=live,2026-06-13,X live search,"""AI tool"" ""founder"" ""waitlist""",https://x.com/search?q=%22AI%20tool%22%20%22founder%22%20%22waitlist%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | AI product or founder signal,"Find from: ""AI tool"" ""founder"" ""waitlist"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; AI product or founder signal"
